bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,sqft_living15,sqft_lot15,price,house_age
3,1.75,2.0,0,0,3,7,1870,0,98014,1870,15391,475000,37
3,1.5,2.0,0,0,4,7,1370,0,98034,1370,3799,355000,33
4,2.5,1.0,0,0,5,7,1700,0,98034,1370,7592,410000,43
4,2.0,1.0,0,0,3,6,980,980,98144,1175,2315,450000,115
7,4.5,1.0,0,0,3,7,2070,2070,98125,1440,1865,565000,37
2,1.0,1.5,0,0,4,7,1290,0,98115,1670,5712,529100,74
4,2.5,2.0,0,0,3,7,2460,0,98065,2320,4578,452500,9
4,2.0,1.0,0,0,3,7,1040,540,98003,1550,8000,245000,48
1,1.0,1.0,0,0,3,6,700,0,98117,1330,4110,415000,61
4,2.5,2.0,0,3,3,9,2410,0,98074,2360,11412,610000,25
4,1.75,1.0,0,0,5,7,1090,1090,98178,2020,9792,363500,53
3,2.75,1.0,0,0,4,8,1230,720,98052,1990,12196,510000,46
4,2.5,2.0,0,0,3,8,2630,0,98053,2840,26071,650000,19
4,2.5,2.0,0,0,4,7,2050,0,98058,1780,8820,290000,42
3,1.0,1.0,0,0,2,6,790,0,98178,960,6298,170000,71
2,1.0,1.0,0,0,3,6,1070,0,98122,1380,2370,510000,115
7,8.0,3.0,0,4,3,12,9410,4130,98053,4850,217800,2280000,16
4,2.5,2.0,0,0,3,8,2320,0,98003,2230,7614,316000,28
4,2.5,2.0,0,0,4,9,2670,0,98029,2560,10982,690000,26
2,1.0,1.0,0,0,5,5,700,0,98056,970,5200,199950,63
3,1.0,1.0,0,0,3,6,860,0,98178,980,7200,207000,55
4,2.25,1.5,0,0,4,8,3490,0,98058,2320,8723,449950,39
3,1.75,1.0,0,0,2,7,1160,0,98059,1420,15450,361550,35
4,3.5,2.0,0,0,3,10,3650,0,98077,3730,56257,824000,19
3,1.75,1.0,0,0,5,7,1550,0,98008,1720,10050,537000,58
4,2.5,2.5,0,0,4,9,2620,0,98040,2580,9525,838400,41
2,1.0,1.0,0,0,3,6,720,0,98126,990,4920,225000,68
3,2.0,1.0,0,0,4,7,1380,0,98106,1320,6827,329900,33
4,1.0,1.0,0,0,4,6,1170,0,98065,1610,28108,282500,73
3,1.75,1.0,0,0,4,7,1170,0,98042,1230,9800,229950,46
2,1.0,1.0,0,0,3,7,1270,360,98125,1660,8800,500000,68
3,1.75,1.0,0,0,3,8,1890,0,98125,1920,6793,495000,48
3,1.0,1.0,0,0,4,7,1010,0,98198,1240,9450,149500,56
3,2.5,1.0,0,0,4,8,1420,620,98005,2260,10115,726000,41
4,2.5,2.0,0,0,3,10,4080,0,98075,3470,10295,899000,17
3,1.0,1.0,0,0,5,7,1270,0,98056,1270,8996,317000,60
1,1.0,1.0,0,0,3,6,790,0,98199,1110,4100,395000,62
4,3.0,2.0,0,0,3,8,2580,0,98058,2010,6740,360000,16
4,2.5,2.0,0,0,3,8,2290,0,98029,2100,6261,570000,19
4,2.5,2.0,0,0,3,8,3490,0,98042,2910,5025,320000,12
3,1.75,1.5,0,0,3,7,1510,0,98058,1470,12465,320000,39
5,2.5,2.0,0,0,3,7,2400,0,98042,1880,4109,268000,11
2,1.0,1.0,0,0,5,6,900,0,98108,940,6000,191000,110
2,1.0,1.0,0,0,4,7,910,360,98126,1040,7500,400000,66
2,1.0,1.0,0,0,5,7,1050,0,98107,1340,5000,515000,108
4,2.5,2.0,0,0,3,9,2950,0,98065,3160,8813,610000,11
2,1.75,1.0,0,0,3,7,1060,790,98115,1850,4080,538000,86
3,2.5,2.0,0,0,4,7,1970,0,98065,1960,5020,432000,12
4,2.25,2.0,0,0,3,8,2400,0,98055,2180,8100,335000,37
5,1.75,1.5,0,0,5,7,2060,300,98133,1950,8491,302000,89
4,1.75,1.0,0,0,3,7,1080,500,98039,2010,9382,787500,52
3,1.0,1.0,0,0,5,8,1520,270,98133,1710,7055,420000,78
3,2.5,2.0,0,0,3,9,2840,0,98014,2820,175111,560000,24
3,2.5,2.0,0,0,3,8,1970,0,98029,2090,6176,535000,26
3,2.5,1.0,0,0,3,7,1230,550,98106,1780,6771,310000,25
5,2.0,1.5,0,0,5,7,2560,1360,98144,1830,4240,760000,105
3,1.75,2.0,0,0,3,7,1550,0,98055,1550,1866,242500,10
6,3.0,1.5,0,2,3,8,2980,0,98119,1720,3600,1310000,104
3,1.0,1.0,0,0,5,6,1270,0,98055,1650,7153,235000,66
4,2.25,1.0,0,0,4,7,1520,1520,98007,2560,12090,598780,52
3,2.5,2.0,0,0,3,8,2075,0,98045,2300,32379,433200,13
2,1.0,1.0,0,0,5,6,700,410,98056,2830,10091,343000,73
2,1.0,1.0,0,0,3,6,800,0,98033,2390,8125,145000,51
1,1.0,1.0,0,0,3,5,680,0,98058,1470,19406,291970,63
3,1.0,1.0,0,0,3,7,1680,0,98146,1330,7910,599950,66
4,2.5,1.5,0,0,3,8,3910,0,98004,2920,16544,1750000,107
4,1.75,1.0,0,0,3,9,1560,1220,98004,2350,11700,870000,51
4,2.75,2.0,0,0,4,7,2000,0,98038,1690,7735,323000,23
4,3.0,2.0,0,0,3,9,3150,0,98075,3150,8819,727000,14
1,1.0,1.0,0,0,3,7,1120,0,98001,1280,17334,166000,27
4,1.75,1.0,0,0,3,7,1270,470,98155,2190,12204,450000,54
3,2.5,1.0,0,0,3,7,1510,1460,98072,2390,20300,400000,48
3,2.5,1.0,0,0,3,7,1510,1460,98072,2390,20300,599000,48
3,1.0,1.0,0,0,4,5,1150,0,98001,1290,19200,165000,107
2,1.0,1.0,0,0,3,6,830,360,98168,1140,7408,229000,74
1,1.0,1.0,0,0,3,5,900,0,98155,1470,7500,305000,69
3,3.25,2.0,0,0,3,9,2450,500,98116,1930,4255,930000,14
3,2.5,1.0,0,0,3,8,1540,450,98007,2470,10125,542000,51
3,1.0,1.0,0,0,4,6,1020,0,98010,1600,9700,214000,115
3,2.5,2.0,0,0,3,8,2070,0,98033,1650,8877,718000,14
3,2.5,3.0,0,0,3,8,1430,0,98103,1430,1530,349000,13
3,2.5,2.0,0,0,3,7,2030,0,98031,2290,7945,305000,18
3,2.5,2.0,0,0,4,7,1620,0,98122,1370,3840,498000,115
4,3.5,2.0,0,0,3,10,4220,0,98092,2500,195395,799950,22
3,2.5,2.0,0,2,3,9,2300,0,98052,2300,8187,737000,18
4,3.25,2.0,0,0,3,10,3830,0,98075,2555,5204,860000,14
3,2.5,1.0,0,0,3,8,1840,550,98042,2460,35686,339950,31
3,2.25,1.0,0,0,3,7,940,500,98031,1440,8418,249000,33
2,1.0,1.0,0,0,2,6,910,0,98126,1620,5525,370000,105
3,2.0,1.0,0,0,4,7,1550,0,98040,2900,12372,725000,51
5,2.5,1.0,0,0,4,8,1580,800,98059,1880,12870,529000,39
4,2.75,1.0,0,0,4,7,1310,750,98198,1540,8100,310000,27
4,2.25,2.0,0,0,3,8,1880,0,98058,1900,7980,315000,34
4,2.5,2.0,0,0,3,9,2480,990,98119,2280,5440,1300000,88
3,2.0,2.0,0,0,5,7,2360,0,98059,1650,8625,435000,51
3,1.75,1.0,0,0,4,7,1300,670,98056,1970,8768,350000,36
3,1.0,1.0,0,0,3,7,1040,0,98055,1780,8400,240000,67
3,2.25,2.0,0,0,3,7,1420,0,98116,1430,4664,410000,28
4,2.75,2.0,0,0,3,7,2290,0,98059,2270,4348,430000,12
4,2.5,1.0,0,0,3,7,1020,510,98034,1650,9794,446000,41
3,1.5,1.5,0,0,5,7,1360,0,98045,1310,11456,240000,31
4,3.0,1.5,0,0,4,8,2320,1360,98027,3210,39512,595000,45
3,1.0,1.0,0,0,4,6,920,0,98042,920,4770,215150,46
2,1.0,1.0,0,2,5,7,1070,0,98178,2090,7980,319950,66
3,2.0,2.0,0,0,3,8,1590,0,98070,1670,9912,385000,15
3,2.5,2.0,0,0,3,8,1600,0,98042,1790,7577,280000,24
3,2.5,1.0,0,0,3,7,1040,470,98034,1360,7300,399950,41
3,1.0,1.0,0,0,3,7,1080,0,98001,1200,9607,132500,48
2,0.75,1.0,0,0,4,7,930,400,98126,1330,2856,399950,99
2,1.0,1.0,0,0,3,7,850,0,98133,870,6800,290000,67
5,2.25,1.0,0,0,4,8,1290,670,98004,1720,8592,860000,57
6,4.25,3.0,0,4,4,12,5330,1650,98040,3930,18367,3100000,16
4,1.0,1.5,0,0,3,7,1400,130,98178,1530,7200,245000,67
3,1.5,1.0,0,0,3,7,1320,0,98178,2000,7700,255000,59
4,3.0,2.0,0,0,3,7,2320,0,98155,2050,10000,310000,39
3,1.0,1.0,0,0,3,7,960,0,98155,1080,8100,299000,60
4,2.5,2.0,0,0,4,8,2040,0,98029,2130,5496,575000,19
3,1.0,1.0,0,0,3,7,1080,0,98133,1850,13560,284000,71
3,1.75,1.0,0,0,4,8,1090,930,98115,1680,4800,840000,89
3,1.75,1.0,0,0,3,7,1290,490,98034,1910,8645,442573,35
3,1.0,1.0,0,0,3,8,1140,0,98115,1350,6923,560000,84
3,2.0,1.0,0,0,4,7,1010,600,98136,1040,4400,485000,98
4,1.75,1.0,0,0,4,7,1440,0,98033,1720,9748,472500,54
4,2.75,2.0,0,0,3,11,4270,0,98004,3860,20723,1610000,19
8,3.75,2.0,0,0,3,7,2860,600,98105,2170,3750,808000,28
3,1.75,1.5,0,0,4,7,1890,0,98011,1820,11450,398000,65
3,2.5,2.0,0,0,3,8,2240,0,98059,2400,6000,340000,12
2,1.0,1.5,0,0,3,6,760,0,98108,1130,4000,380000,105
3,1.0,1.0,0,0,3,6,780,240,98168,1330,5909,235000,67
3,1.5,1.0,0,0,3,7,1330,0,98034,1940,9900,400000,59
5,2.5,1.0,0,0,4,8,1590,1190,98006,2750,9930,582000,47
2,1.0,1.0,0,0,3,6,1070,0,98168,1130,6120,209000,53
5,3.0,1.5,0,0,4,7,1670,990,98058,1610,7700,335000,53
2,1.0,1.0,0,0,5,6,710,0,98146,1100,7020,285950,73
5,2.25,2.0,0,0,4,8,3340,0,98027,2460,48351,645000,40
2,1.0,1.5,0,0,4,7,1160,0,98014,1110,7500,312000,99
3,2.25,1.0,0,0,3,7,1580,1260,98075,2220,31688,663000,48
3,1.75,1.0,0,0,3,6,2000,0,98056,2100,9681,443950,69
3,2.0,1.0,0,0,3,7,1060,0,98126,1080,5750,315000,34
4,1.5,1.0,0,0,3,7,1730,0,98058,1510,10396,302200,51
3,2.5,2.0,0,3,4,9,2190,0,98033,2315,2538,770000,36
4,1.75,1.0,0,0,3,8,1660,0,98058,1800,7684,374950,41
3,2.5,2.0,0,0,3,9,2210,0,98023,2440,8641,330000,26
2,1.0,1.0,0,0,4,6,570,300,98106,1730,7020,230000,73
4,2.5,2.0,0,0,3,9,3100,0,98115,1240,6670,967000,5
4,2.5,2.0,0,2,3,8,1470,250,98144,1140,2208,536500,15
6,4.0,2.0,0,2,4,7,2090,1030,98106,1460,4240,315000,22
3,1.0,1.0,0,0,4,7,860,180,98117,1170,4240,626000,91
4,2.0,1.0,0,0,4,6,1650,0,98034,1860,7486,334009,55
2,1.0,1.0,0,0,2,7,1010,0,98107,1410,5000,429000,91
4,2.5,2.0,0,0,3,10,4020,0,98072,3440,52900,818000,28
5,2.75,2.0,0,0,3,8,2166,0,98042,2474,5948,326000,2
5,3.0,1.0,0,0,3,7,1100,780,98106,1640,5000,310000,18
4,2.0,1.0,0,0,4,7,1130,1130,98177,1800,7680,525000,68
3,2.25,1.5,0,0,3,7,2010,0,98055,1720,4187,350000,29
4,2.5,2.0,0,0,3,10,3330,0,98074,3150,7515,936000,14
3,1.0,1.0,0,0,3,7,1030,490,98166,1530,7201,226000,61
5,3.5,2.0,0,0,3,10,2700,810,98105,1460,1684,1250000,7
3,1.75,1.0,0,2,4,7,1580,0,98022,2040,210394,428000,30
3,1.5,1.0,0,0,3,7,1100,360,98133,2330,7560,329932,44
3,1.5,1.0,0,0,3,7,1100,360,98133,2330,7560,539000,44
3,1.75,1.0,0,0,4,8,1650,0,98023,2020,7700,275000,38
4,2.5,2.0,0,2,3,9,2660,0,98045,2330,35448,590000,22
4,2.5,2.0,0,0,3,10,3510,0,98053,3530,26673,782000,18
4,2.5,2.0,0,0,3,8,2120,0,98027,1990,9611,575000,30
3,2.25,2.0,0,0,3,7,1780,0,98133,1780,8545,509000,19
4,2.5,1.0,0,0,4,7,1200,800,98001,1800,9810,290000,47
3,1.0,1.0,0,0,3,7,1300,0,98133,1500,9600,305240,59
3,2.0,1.5,0,2,4,8,1680,500,98126,1850,5000,555000,85
3,2.0,1.0,0,0,3,7,1390,400,98058,1880,8228,317000,35
3,2.0,1.5,0,0,3,8,1910,0,98074,1980,4275,430000,44
2,1.5,1.0,0,4,4,7,900,900,98116,2090,4173,850000,53
3,2.25,1.0,0,0,3,7,1660,960,98155,1820,12071,469000,39
2,2.0,1.0,0,0,4,6,1440,0,98168,1430,12037,327200,73
3,3.0,2.0,1,4,4,8,1600,1190,98198,2990,11476,835000,38
4,2.5,2.0,0,0,3,8,2340,0,98042,2340,11188,360000,25
4,2.5,2.0,0,0,3,8,2070,0,98178,2010,7215,372000,16
3,1.0,1.5,0,0,4,7,2160,0,98034,2270,10080,453000,47
2,1.75,1.0,0,0,5,7,1090,1000,98188,1940,11317,275000,84
4,2.5,2.0,0,0,4,7,2040,0,98133,2040,7360,475000,52
4,2.75,1.0,0,0,3,7,1400,550,98031,2300,10530,310000,29
4,2.0,1.0,0,0,5,7,1200,0,98188,1350,8623,173000,58
5,3.0,1.0,0,0,3,6,2240,0,98045,1780,43400,313500,30
3,2.5,2.0,0,0,3,8,1360,0,98126,1360,1688,345000,8
3,1.5,1.0,0,0,3,8,1300,200,98177,1950,9500,436000,60
2,1.75,1.0,0,0,3,6,650,650,98168,1370,12986,244500,76
3,1.75,1.0,0,0,4,7,1140,0,98001,1370,9800,206000,47
4,2.5,2.0,0,0,3,9,2930,0,98052,3590,8065,890000,10
4,2.25,2.0,0,0,3,8,2140,0,98092,2140,8789,329950,29
3,1.75,1.0,0,0,3,7,1628,0,98092,1490,216344,250000,19
3,2.0,1.0,0,0,3,7,1990,0,98022,2760,217800,246000,66
3,1.75,1.0,0,0,3,7,1150,800,98072,2560,9674,440000,36
4,1.75,1.0,0,0,3,7,1460,450,98072,1810,8100,395000,40
3,1.0,1.0,0,0,5,6,820,0,98118,1100,5150,305000,97
3,2.25,1.0,0,0,3,7,1160,310,98003,1670,8359,160000,30
3,2.25,1.0,0,0,3,7,1160,310,98003,1670,8359,269000,30
3,1.0,1.0,0,0,3,6,1060,0,98023,1060,10023,169500,53
4,2.75,2.0,0,0,3,8,3130,0,98155,1450,9183,690500,1
2,1.5,1.0,0,0,3,7,1260,0,98177,1800,9693,245560,58
4,2.75,2.0,0,0,3,8,2200,0,98023,2190,11850,345000,28
4,1.75,1.0,0,2,4,8,1290,1290,98056,1970,9569,383000,57
3,2.25,2.0,0,0,3,8,1050,300,98144,1350,1245,388500,8
3,1.75,1.0,0,0,3,7,1350,0,98003,1660,8538,250000,30
3,1.75,1.0,0,0,4,9,1650,640,98042,2900,13034,455500,42
3,1.0,1.0,0,0,4,7,1220,0,98004,1390,8573,672000,61
4,1.5,1.0,0,0,2,7,1500,1250,98055,1470,11514,550000,57
3,1.75,1.0,0,0,3,7,1430,0,98008,1750,10350,487000,56
4,2.5,2.0,0,0,3,7,2220,0,98059,2220,5352,291375,14
3,1.0,1.0,0,0,3,7,1490,0,98133,1950,13228,225000,69
5,3.5,2.0,0,0,4,7,2440,0,98075,2000,10568,519950,41
3,2.5,2.0,0,0,4,8,2070,0,98002,2070,9239,250000,25
3,1.0,1.5,0,0,5,7,1500,0,98119,1780,3600,614950,115
4,2.25,2.0,0,0,4,7,2020,0,98052,2020,10311,599500,31
4,1.5,1.0,0,3,3,8,2190,0,98177,2520,20500,625000,63
2,1.0,1.0,0,0,4,7,780,0,98168,1090,14750,248500,57
5,2.0,1.0,0,0,4,6,1090,130,98105,1790,4200,469950,94
3,1.5,1.0,0,0,4,8,1840,0,98033,1680,10950,525000,45
2,2.5,2.0,0,3,4,8,1810,580,98146,2390,12852,787500,66
4,2.5,1.0,0,0,3,10,2130,1580,98001,3674,17913,485000,10
2,1.0,1.0,0,0,3,6,750,0,98118,1030,5511,310000,96
5,2.0,1.0,0,0,3,7,1110,1000,98118,1590,5250,280000,49
4,1.0,1.5,0,0,4,6,1020,0,98072,2250,37680,200000,93
3,2.5,2.0,0,0,3,9,3080,0,98055,2860,5273,490000,9
3,1.0,1.0,0,0,3,6,900,0,98023,900,3480,146000,46
5,3.0,2.0,0,4,3,9,2090,1630,98001,1870,14547,500000,29
3,1.0,1.0,0,0,3,6,940,0,98058,1210,8095,242500,56
3,1.0,1.0,0,0,3,7,1040,0,98125,1160,7287,324950,56
2,1.0,1.0,0,0,4,6,1000,0,98056,1060,8000,231500,72
3,2.5,2.0,0,0,3,8,2080,0,98023,2660,9861,300000,26
4,2.5,2.0,0,0,3,9,2500,0,98045,2765,33720,545000,18
3,1.0,1.0,0,0,5,6,1050,0,98133,1460,7351,350000,60
3,1.75,1.0,0,0,3,7,1190,430,98052,2010,8645,467100,42
3,1.0,1.5,0,0,3,7,1610,0,98032,1070,8750,180000,56
4,1.5,2.0,0,0,4,8,2130,0,98144,2560,5000,749000,95
3,2.5,2.0,0,0,3,7,1460,0,98023,1640,9703,245000,26
5,1.0,1.0,0,0,5,7,1600,0,98031,1600,7725,260000,53
3,3.0,3.0,0,0,3,7,1730,0,98117,1690,4410,490000,30
4,2.5,2.0,0,0,3,8,2280,0,98075,2280,4193,565000,12
4,2.25,2.0,0,0,3,8,2430,0,98058,2070,7469,330000,32
3,1.0,1.0,0,0,4,7,1380,0,98056,1320,7600,295000,52
3,1.5,1.5,0,0,4,7,1790,0,98115,1290,3500,725000,112
4,2.5,2.0,0,0,3,10,3370,0,98007,2950,9949,1140000,16
3,2.25,1.0,0,0,3,8,1710,1210,98177,1940,6300,680000,59
2,1.0,1.0,0,0,4,7,1090,1090,98177,1830,7378,490000,68
3,1.75,1.5,0,0,4,7,1200,280,98117,1480,5588,635000,89
3,2.5,1.5,0,0,4,9,2350,0,98022,1280,325393,750000,36
4,2.25,2.0,0,0,3,8,2440,0,98023,2110,7911,330000,32
3,2.5,2.0,0,0,3,7,1080,270,98106,1300,1182,270000,8
3,2.25,2.0,0,0,3,7,1970,0,98056,1780,3716,340000,18
3,0.75,1.0,0,0,3,7,1110,0,98117,1610,5530,413252,64
4,2.75,2.0,0,0,3,9,2950,0,98028,2940,5803,600000,8
5,3.0,2.0,0,0,3,9,2970,0,98075,2970,8437,726888,16
2,1.0,1.0,0,0,4,6,720,0,98126,1030,6400,285000,72
2,1.0,1.0,0,0,4,6,770,0,98117,1170,5514,365000,86
4,2.0,1.0,0,0,3,7,1650,0,98133,1410,7200,295000,51
3,2.25,1.0,0,0,3,7,1170,450,98034,1800,7350,460000,46
3,1.5,1.5,0,0,3,7,1510,0,98198,1360,2873,230000,68
3,1.0,1.0,0,0,5,7,1070,0,98125,1170,7200,337000,64
3,1.0,1.0,0,0,3,7,1010,0,98133,1480,7480,300000,58
4,2.5,1.0,0,0,5,10,2240,1130,98112,3190,8700,2300000,53
4,2.5,2.0,0,0,3,8,2000,0,98038,2000,5512,360000,12
3,2.5,2.0,0,0,3,8,2060,0,98029,2180,8126,585000,28
3,2.25,1.0,0,0,3,7,1240,500,98023,1740,7000,182700,37
3,2.25,1.0,0,0,3,7,1240,500,98023,1740,7000,305000,37
3,2.5,2.0,0,0,3,7,1880,0,98055,1810,7915,309950,21
3,1.0,1.0,0,0,3,7,960,0,98033,1220,7579,550000,43
3,2.5,1.0,0,3,3,11,2670,610,98074,3280,25211,825000,30
2,1.0,1.5,0,0,4,8,1570,0,98122,1850,4400,998500,101
4,2.5,2.0,0,0,3,8,2990,0,98074,2990,5936,644500,11
3,2.0,1.0,0,0,5,7,1250,0,98059,1620,7653,320000,47
3,2.5,2.0,0,0,3,7,1920,0,98042,2240,5231,266950,10
4,2.5,2.0,0,0,3,9,2470,0,98053,2440,33305,633100,22
2,1.0,1.0,0,0,3,7,960,0,98103,1350,6700,395000,64
3,1.0,1.0,0,0,3,6,940,0,98103,870,5728,259250,68
3,1.0,1.0,0,0,4,6,1260,0,98014,1180,7500,300000,47
3,1.75,1.0,0,0,3,8,2280,0,98092,2280,117176,413000,38
3,2.25,1.0,0,0,3,8,1240,500,98177,2080,8494,435000,57
4,2.75,1.0,0,0,4,7,1690,940,98072,1800,16500,500000,39
4,1.75,1.0,0,0,3,8,1430,1000,98108,2050,5508,402000,62
3,2.5,1.5,0,0,3,10,2260,0,98070,1610,244372,777700,20
2,1.5,1.0,0,2,4,7,1220,0,98103,2090,3850,580000,77
3,1.75,1.0,0,0,3,9,1390,1190,98072,2460,46173,570000,29
2,1.0,1.0,0,0,3,6,730,0,98198,1750,7200,174950,65
2,1.0,1.0,0,0,3,6,760,0,98144,1750,5000,300000,102
3,1.5,1.0,0,0,3,7,1600,140,98133,1650,7500,435000,65
4,2.5,2.0,0,0,3,10,3420,0,98074,3230,8460,840000,15
5,2.5,1.0,0,0,3,7,1140,1100,98177,2110,7408,469000,49
4,1.75,2.0,0,0,4,8,1920,0,98119,1920,3600,870000,108
4,1.75,1.0,0,0,4,7,1430,590,98052,1780,7200,532000,36
4,1.5,1.0,0,0,3,7,1280,600,98177,1880,11400,455000,60
3,1.0,1.0,0,0,5,5,1010,0,98019,1570,213879,201000,54
5,3.25,2.0,0,0,3,9,2400,1590,98042,2580,13633,649000,24
2,1.75,1.0,0,0,3,6,720,670,98115,920,6380,445500,74
3,2.0,1.0,0,0,4,7,1230,0,98052,1660,11727,475000,31
4,2.5,2.0,0,0,3,10,2940,0,98077,3010,34071,590000,23
4,1.5,2.0,0,0,3,7,2190,0,98136,1160,8160,565000,80
1,1.0,1.0,0,0,2,5,640,0,98126,1090,9000,110000,95
3,2.5,1.0,0,0,3,7,1130,540,98126,1220,7740,375000,41
3,1.5,1.0,0,0,4,7,1240,0,98058,1570,8064,255000,48
5,1.75,1.5,0,0,3,6,1760,90,98168,1250,14800,315000,78
4,2.25,1.0,0,0,4,8,1350,670,98006,2060,8400,496600,54
3,1.0,1.0,0,0,3,7,1020,0,98118,1400,5465,380000,71
3,1.75,1.0,0,0,4,7,1610,0,98042,2050,35772,338950,41
5,3.5,1.0,0,0,3,8,1530,1200,98027,3180,37970,542500,26
5,2.5,1.0,0,0,4,7,1620,1220,98144,2200,5000,739000,102
4,1.75,2.0,0,0,4,7,1290,0,98103,1510,4080,549000,109
3,2.25,1.0,0,0,4,7,1190,480,98031,1870,7820,252000,38
4,4.5,2.0,0,4,3,11,2940,920,98006,3750,14790,1700000,11
4,1.75,1.5,0,0,5,7,1450,1010,98115,1560,5100,735000,106
4,2.5,1.0,0,0,4,7,1660,0,98198,1060,8437,270000,37
3,2.5,1.0,0,0,3,9,2890,530,98112,3370,8700,2250000,64
2,1.0,1.5,0,0,3,5,1010,0,98014,830,18297,155000,25
4,2.5,1.0,0,0,3,7,1520,720,98108,2240,7495,469000,54
4,2.25,2.0,0,0,5,7,2340,0,98118,1540,5250,305000,50
3,1.75,1.0,0,0,5,7,960,960,98107,1190,4000,675000,91
3,2.5,1.5,0,0,4,8,1560,900,98109,2090,3400,931000,86
3,1.0,1.0,0,0,3,8,1470,0,98155,1710,11407,385000,65
3,2.5,2.0,0,0,3,9,3400,0,98075,3250,8635,815000,14
3,2.25,1.0,0,0,3,7,1910,0,98034,2410,8390,531000,36
4,1.0,1.0,0,0,4,6,700,700,98144,1690,3600,386500,114
3,1.75,1.0,0,0,3,8,1520,0,98074,2310,9647,475580,32
2,1.0,1.0,0,0,3,6,930,0,98133,1080,5803,358000,76
5,1.0,2.0,0,0,3,8,1810,530,98116,2100,4970,677500,97
3,2.5,3.0,0,0,3,10,2920,0,98056,2920,3942,868500,7
3,1.75,1.0,0,0,4,7,1270,0,98005,1880,7350,599380,48
4,2.25,1.0,0,0,3,10,2450,0,98074,2600,11960,712000,36
5,1.75,1.0,0,0,3,7,1180,200,98106,1990,7620,350000,60
4,2.0,1.0,0,0,3,8,1400,1120,98103,1580,3720,875000,94
3,2.25,2.0,0,0,3,8,2290,0,98058,2170,7529,365000,27
4,2.0,1.0,0,0,3,6,850,810,98126,1110,6250,452000,70
3,2.75,1.0,0,0,5,7,1400,1400,98004,2800,9530,915000,58
3,2.5,2.0,0,0,3,7,1690,0,98053,1690,3260,482500,10
3,1.0,1.5,0,0,4,7,1180,0,98133,2240,7875,425000,66
2,1.75,1.0,0,0,5,6,790,600,98105,1090,4160,460000,99
4,2.0,1.5,0,0,5,7,1620,700,98118,1740,4000,666570,102
3,2.25,1.0,0,0,4,8,1740,530,98042,2310,41606,390000,35
4,1.75,1.0,0,0,4,7,1500,1140,98008,2070,7875,650000,49
3,2.0,1.0,0,0,3,7,1680,0,98022,2080,8560,305000,22
3,1.0,1.0,0,0,3,6,990,0,98146,1210,8100,250000,66
4,2.5,2.0,0,0,3,9,2770,0,98058,2770,5423,438800,11
2,1.0,1.0,0,0,5,6,950,0,98118,1250,5650,290000,72
4,2.0,2.0,0,0,4,7,1290,870,98055,1570,4800,324950,86
3,2.5,2.0,0,0,4,7,1270,380,98107,1550,1558,453000,24
3,1.0,1.5,0,0,4,7,1160,640,98117,1240,4005,556000,86
3,2.0,1.0,0,0,3,8,1660,0,98045,1660,11560,315000,44
3,2.5,2.0,0,0,3,8,1870,0,98011,2000,7687,445830,12
3,3.5,2.0,0,4,3,10,2760,460,98116,3080,4444,1260000,24
3,3.0,1.0,0,0,4,7,1090,760,98038,1410,6715,287200,23
4,1.5,1.5,0,0,3,7,1290,290,98115,1690,6360,525000,70
4,4.25,2.0,0,0,3,10,3160,1430,98033,3800,12268,1140000,12
3,1.75,1.0,0,0,4,7,1510,1190,98059,1620,16986,381000,48
3,1.75,1.5,0,0,4,7,1020,0,98155,1020,5871,360000,62
5,3.5,3.0,0,0,3,8,2950,0,98144,1580,2047,619000,11
2,1.75,1.0,0,0,4,8,1780,0,98038,2060,71560,535000,39
2,1.0,1.0,0,0,5,7,710,0,98117,1530,5100,402000,110
4,3.5,2.0,0,0,3,10,2710,1590,98058,3520,26727,600000,23
3,2.5,1.0,0,0,3,8,1430,650,98166,2400,9625,549950,41
4,2.0,1.0,0,0,3,7,1180,1180,98178,1680,7800,300000,60
6,2.0,2.0,0,0,4,7,2210,0,98059,1390,9912,360000,46
7,3.25,2.0,0,0,3,7,2550,1790,98106,1890,8951,419000,29
3,3.0,3.0,0,0,3,8,1320,0,98117,1320,1536,510000,6
3,2.5,2.0,0,0,3,8,1980,0,98022,2050,9907,319950,24
5,5.0,2.0,0,0,3,10,3960,0,98038,2240,64468,1180000,17
4,2.5,2.0,0,0,3,8,2130,0,98058,1940,4529,381000,12
3,2.5,2.0,0,0,3,7,1720,0,98031,1720,3605,256900,23
5,1.0,1.0,0,0,4,7,1350,440,98030,2420,35647,346000,51
2,2.25,3.0,0,0,3,7,1340,50,98052,1480,1369,465000,6
3,2.0,1.0,0,0,3,8,1500,400,98027,2140,9825,545000,42
2,1.75,1.0,0,0,4,7,910,730,98115,1510,4120,516000,90
4,2.5,1.0,0,0,4,8,1440,1260,98136,1880,5100,550000,47
4,2.25,2.0,0,0,4,7,2200,0,98042,1740,7150,339950,25
3,1.0,1.0,0,0,4,7,1310,0,98133,1310,8514,417000,62
4,2.5,1.0,0,3,3,8,1480,1000,98105,2240,6071,906000,64
4,2.25,2.0,0,0,4,9,3010,0,98040,2510,9800,980000,42
4,2.5,2.0,0,0,3,9,2450,0,98056,2690,6675,555000,14
2,1.75,1.0,0,0,4,7,1250,0,98033,1680,8470,468000,29
